S.No,Title,Date,Time,Venue,Room/Hall,Speakers,Description,Knowledge Partners
37,"Responsible AI for Bharat: Building Trust, Safety, and Global Leadership",16 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L1 Meeting Room No. 6,"Dr. Subi Chaturvedi, InMobi; Dr. Tripta Thakur, UTU; Mr. Ankush Sabharwal, CoRover.ai; Mr. Arvind Kumar, Software Technology Park Of India-STPI; Mr. Ravi Arora, Multilateral Institutions and International Affairs at Mastercard; Mr. Vivek Raj, Panama Corporation; Professor Nitin Saxena, IIT Kanpur","This session examines how India can build a responsible AI ecosystem rooted in trust, safety, and public value. It focuses on policy frameworks, governance mechanisms, and accountability practices that balance innovation with societal impact. Emphasizing inclusivity, transparency, and national priorities, the discussion explores how responsible AI for Bharat can strengthen public institutions, safeguard citizens, and position India as a global leader in ethical and people-centric AI development.",InMobi
38,Hardware-Rooted Sovereignty: Verifiable Safe and Trusted AI Infrastructure for the Global South,16 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L1 Meeting Room No. 17,"Connor Dunlop, LucidComputing; Eileen Donahoe, Stanford Global Digital Policy Incubator; Jaan Talinn, Future of Life Institute; Founding Engineer of Skype and Kazaa;; Jayat Joshi, Secure AI Futures Lab; S. Krishnan, Ministry of Electronics & IT, GoI; Stuart Jonathan Russell, University of California, Berkeley; Varun Agrawal, Secure AI Futures Lab","The session will bring together attendees from the Indian government, data security professionals, Global South policy experts, and
technical researchers in hardware and AI security. The panellists will draw on their research-talent network and event convening
experience, and present live demos and examples of their hardware-enabled verification product.",Impact Academy
39,Unlocking Health Equity through Responsible AI,16 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L1 Meeting Room No. 15,"Dr. Ayesha Chaudhary, WomenLift Health; Dr. B. Srinivas, MoHFW & National Medical Library; Dr. Jan Herzhoff, Elsevier; Dr. Sangeeta Reddy, Apollo Hospitals; Mr. Kazim Rizvi, CoRE-AI","This session will examine how responsible AI can advance health equity by improving access to trusted medical knowledge, clinical decision support, and workforce capacity. Bringing together policymakers, healthcare leaders, clinicians, and industry experts, the discussion will focus on trust, transparency, and governance in health AI. The panel will explore how evidence-based, explainable AI systems can be deployed safely and at scale to strengthen health systems and improve outcomes, particularly in emerging and resource-constrained settings.... Read More",Elsevier
40,Public Health Powered by AI: RailTel's Collaborative Model for AI Enabled Inclusive Healthcare for Bharat and Beyond,16 Feb 2026,11:30 AM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 19,"Dr. Anshul Vikram Pandey, Pan Science Innovations (PSI); Dr. Anubha Gupta, IIIT Delhi; Dr. Sunil Kumar  Barnwal, National Health Authority, GoI; Jean Philbert Nsengimana, Africa Centres for Disease Control and Prevention (Africa CDC); Mr Vijay Navaluri, Supervity; Prof. K. Srinath Reddy, Public Health Foundation of India; Shri Atman Jadon, Superceuticals; Shri K. Manohar Raja, RailTel Corporation of India Limited; Shri Prashant Warier, Qure.ai; Shri R. S. Mani, CSIR; Shri Rajiv Sikka, Medanta; Shri Rama Manohara Rao, RailTel Corporation of India Limited","This session will dissect the transition of artificial intelligence from experimental ""sandboxes"" to the bedrock of national public health infrastructure. The discussion will explore how the synergy between RailTel's expansive digital footprint and Qure.ai's clinical intelligence is creating a sovereign health surveillance grid.",RailTel Corporation of India Limited
41,"Innovations from India's AI Center's of Excellence in Health, Education, Agricultre and Sustainable Cities",16 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 10,"Dr Krithika Rangarajan, AIIMS, New Delhi; Nitin Saxena, IIT Kanpur; Pushpendra P Singh, IIT Ropar; Rahul Singh, IISc; Srikanth Nadhamuni, AI CoE, Ministry of Education, Govt. of India","This panel explores emerging innovations from India's AI Centres of Excellence across Health, Education, Agriculture, and Sustainable Cities. Speakers will examine practical, high-impact AI systems—spanning service delivery, decision support, and public infrastructure—that can move from pilots to large-scale deployment. The discussion will focus on measurable outcomes, data and governance foundations, and pathways for responsible adoption in government and partner ecosystems. The session will highlight examples, implementation lessons, and approaches to scaling.... Read More","AI Center of
Excellence (AI-CoE), Ministry of Education"
42,AI Innovators Exchange: Accelerating Innovation Through Startup and Industry Synergy,16 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 6,"Dr. Nikhil Agarwal, Foundation for Innovation and Technology Transfer (FITT), IIT Delhi; Dr. Zille Anam, UK Research and Innovation, British High Commission; Mr. Jae Kyeong Lee, Korea SMEs & Startups Agency (KOSME); Mr. Rohan Chhatwal, Maruti Suzuki; Mr. Sandeep Nailwal, Polygon Foundation; Mrs. Priya Sachdev Kapur, Sona Comstar; Ms. Anna Schwarz, Deputy Head for Industries and Tech; Ms. Manju Dhasmana, Microsoft; Ms. Tania Chatterjee, NatWest Group; Prof. Manan Suri, IIT Delhi","This session explores how India is leveraging AI to deliver inclusive, scalable solutions to national and global challenges. It focuses on synergies among industry, academia, and government to support startups and strengthen innovation ecosystems. Bringing together policymakers, industry leaders, startups, academia, and international institutions, the discussion highlights public-private collaboration, examines how global institutions empower innovation through industry and academic support, and concludes with policy recommendations to enable wider startup-led innovation and advance AI for good.... Read More",Foundation for Innovation and Technology Transfer
43,Multilingual Voice-AI Agents for Crisis Response and Underserved Populations,16 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 14,"Dr Laxmi Gupta, Bennett University || PhD– IIT Delhi.; Sachin Keshav, INDUS AI // AIT - Pune; Shreeyash Kanwade, INDUS AI // IIIT - Dharwad; Vivek Gupta, IndusLabs AI // IIT - Delhi","When floods strike, clinics overflow, EMIs slip, or civic systems fail, help exists behind apps, portals, and English menus. For millions, that help is unreachable. This session explores Multilingual Voice-AI Agents for crisis response, reaching people by phone, in their language, handling real tasks in real time. This involves no downloads and forms - just voice that works when systems don't, especially for underserved and vulnerable communities.",Indus AI Private Limited
44,AI for Inclusive Economic Progress: The Public Services AI stack,16 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L2 Audi 1,"Alpesh Shah, IEEE Standards; Amir Banifatemi, Cognizant; B. Ravindran, Department of DSAI, IIT Madras; Gabriela Ramos, Task Force Inequalities & Social Financial disclosure; Joanna Shields, Precognition; Mark Surman, Mozilla; Wan Sie Lee, AI Verify Foundation","This session will present an AI stack for public services to enable inclusive growth, from India to the world. The session includes short keynotes by panellists, followed by a moderated discussion on implementation challenges, interoperability, and collaboration across governments, technologists, and civil society.",Cognizant Technology Solutions
45,India AI Impact Buildathon,16 Feb 2026,12:30 PM - 3:30 PM,Bharat Mandapam,L2 Audi 2,"Abhinav Ghosh, HCL Tech; Debasish Mishra, SBI; Dr Chandrasekhar Buddha, Ministry of Education, GoI; Madhumit Singh Dixit, HCL Tech; Mr. Ankit Kakkar, Mongo DB; Neeraj Walia,; SP Balamurugan, HCL GUVI","The India AI Impact Buildathon, under the India AI Impact Summit 2026, is a national-level initiative aimed at democratizing AI education and fostering AI solutions for social good, with a strong focus on reducing digital frauds and cyber scams. Through free AI learning resources and hands-on innovation, over 35,000 participants build responsible, impact-driven solutions, culminating in a national finale showcasing top AI innovators.",HCL GUVI (GUVI Geek Network)
46,Financing the Future: Building AI Ready Digital Foundations for Asia and the Pacific,16 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 8,"Antonio Zaballos, Asian Development Bank; Azizjon Akramov, Ministry of Economy and Finance of the Republic of Uzbekistan; Azizjon Akramov, Ministry of Economy and Finance of the Republic of Uzbekistan; Carolyn Florey, Asian Development Bank; Carolyn Florey, Asian Development Bank; Firuzjon Sodiqov, AI Council, Ministry of Industry and New Technologies, Tajikistan; Firuzjon Sodiqov, AI Council, Ministry of Industry and New Technologies, Tajikistan; Khushal Wadhawan, IndiaAI, GoI; Mayank Chaudhary, Asian Development Bank; Ritul Gaur, Asian Development Bank; Ritul Gaur, Asian Development Bank; Z Sergelen, Mongolian National IT Park (NITP)","Rapid AI advances are reshaping economies, but adoption requires robust digital foundations. This session brings together policymakers, practitioners, and development partners to explore how Asia-Pacific countries can build scalable, secure AI infrastructure aligned with their development priorities. Discussions will cover what ""AI-ready"" means at different development stages, the government's role in creating enabling policies and systems, sustainable financing models combining public and private capital, and how startups can innovate effectively on these foundations.... Read More",Asian Development Bank
47,Farmer Productivity and Employment: Transforming Agriculture for a Sustainable Future,16 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 15,"Dr. Girum Ketema, Digital Agriculture and Finance,Agriculture Transformation Institute, Addis Ababa; Kirti Pandey, COSS; Mr. Jagadish B, EkStep Foundation; Mr. Kunjbihari Daga, Micro Save Consultancy; Mr. Parimal Singh, Nanasaheb Deshmukh Krishi Sanjeevani Project; Mr. Ravi R Singh, Digital Agriculture and Farmers Welfare, Govt of India","This session brings together policy leaders, technologists, and development partners to explore how AI and Digital Public Infrastructure (DPI) can strengthen agriculture across India and the Global South. It will showcase real-world implementations from Maharashtra, ATI Ethiopia, and other initiatives, highlighting improved farmer access to advisories, inputs, finance, and markets. The discussion will demonstrate how open, collaborative digital approaches can accelerate agricultural transformation, enhance food security, and build climate resilience.... Read More",Center for Open Societal Systems (COSS)
